id,name,doi,paragraph,authors_oa,authors,url (ground truth),annotator,comments,candidate_urls,language,synonyms,metadata_name,metadata_authors,metadata_keywords,metadata_description,metadata_language
646,tensorflow,10.3390/ijms21186652,"R (v.4.0.1) with RStudio (v.1.3.959, RStudio, Boston, MA, USA) and the R-packages Keras (v.2.3.0.0), generics (v.0.0.2) reticulate (v.1.16-9000), tfruns (v.1.4), magrittr (v.1.5), zeallot (v.0.1.0), R6 (v.2.4.1), tensorflow (v.2.2.0), config (v.0.3), jsonlite (v.1.6.1), processx (v.3.4.2), yaml (v.2.2.1), rstudioapi (v.0.11), caret (v.6.0-86), and e1071 (v.1.7-3)","https://openalex.org/A5086058255,https://openalex.org/A5010070565,https://openalex.org/A5078217749","Georg Steinbuß,Katharina Kriegsmann,Mark Kriegsmann","https://cran.r-project.org/package=tensorflow, https://github.com/rstudio/tensorflow, https://github.com/cran/tensorflow",JelenaDuric,,nan,R,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
647,tensorflow,10.3390/s21051734,"As regards the choice of the DL framework, there are numerous open-source frameworks [98,99], such as keras [100], tensorflow [101], and pytorch [102]","https://openalex.org/A5090726519,https://openalex.org/A5059356428,https://openalex.org/A5043087057,https://openalex.org/A5034876923,https://openalex.org/A5091125346,https://openalex.org/A5089303042","Siwar Chaabene,Bassem Bouaziz,Amal Boudaya,Anita Hökelmann,Achraf Ammar,Lotfi Chaâri","https://pypi.org/project/tensorflow/, https://github.com/tensorflow/tensorflow",JelenaDuric,,nan,,"TENSOR,Tensorflow-r0,Tensorflow®,TensorFlow13,Tensorflow-0,Tensorflow ADADELTA,Tensorflow lite,TensorFlow Serving,Tensorflow_GPU,Tensorflow,tensorflow GPU,TensorflowLite,Tensorflow Python,TensorFlow Keras,TensorFlow1,Tensorflow API,tensorflow library,Tensorflow ( Abadi,TensorFlow SDK,TensorFlow JS,TensorFlow GPU,Tensorflow50,TensorFlow train,TensorFloat,TensorFlow lite,TensorFlow25,Tensorflow-Hub,TensorflowHub,Tensorflow Keras,Tensorflow GPU,Tensorflow Library,TensorFlow_gpu1,TensorFlow-Keras,TensorFlow.js,TensorflowJS,TesnsorFlow,TensorFlow Python,Tensorflow-gpu,Tensor-Flow,TensorFlow DeepSurv,TensorFlow API,TensorFlow keras,TensorFlow Mobile,TensorFlow-lite,TensorFlow DL,Tensor Flow,TensorFlow-package,Tensorflow2/Keras,tensorflowTM,TensorFlow Core,Tensorflow-Keras,tensor flow,Tensorflow2,TensorFlow (TF),TensorFlow/Python,TensorFlow Fold,Ten-sorFlow,Tensorflow-gpu1,Ten-sorflow,Tensorflow/Keras,tensorflow Python,TensorFlow library,Tensorflow Visor,Tensorflow1,TensorFlow-Slim,Tensorfow,TensorFLow,TensoFlow,Tensor-flow,RSTensorFlow,TensorFlow38,tensowflow,TensorFlow toolbox,Tensor,tensorflow-gpu-2,Tensor flow,TensorFlow/Theano,TensorFlow,Tensorflow-GPU,TensorFlow2,tensorflow (keras),TensorFlowLite,Tensorflow Graphics,TensorFlow-GTP,Tensorflow-Lite,TensorFlowPrivacy,TensorFlow Lite for,TensforFlow,TensorFlow Hub,TensorFlow Light,tensorflow,TensorFlow15,TensorFlow Eager,TensorFlow-GPU,Tensorflows,Tensorflow library,Tensorflow Lite,Tensorflow-addons,TensorFlow‐Gpu,TensorFlowSharp,Tensorflow Demo,Tensorflow Deeplab,tensorflow1,TensorFlow-gpu,tensorflow API,Tensorflow.js,tensorflow-gpu,Tensorflow Serving,TensorFlow Lite,Tensorflow Hub,Tensorflow-hub,rTensorflow,Tensorflow Mobile,TensorFlowTM,tensorflowsharp,tensorflow 2,tensorFlow,TensorFlow11,TensorFlow package,tensorflowlight,tensorflow2,TensorFlow NN,TensorFlow/Keras",,,,,
648,tidyr,10.1007/s00426-019-01206-1,"Specifically, we used the packages dplyr (Wickham & Francois, 2016), tidyr, (Wickham, 2018), ggplot2 (Wickham, 2009), trimr (Grange, 2018a), afex (Singmann, Bolker, Westfall, & Aust, 2018), and brms (Bürkner, 2017).","https://openalex.org/A5026638023,https://openalex.org/A5009092326","Agnieszka W. Kowalczyk,James A. Grange","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
649,tidyr,10.1038/s41598-020-59494-2,All data processing and analysis was conducted in R (version 3.5.2) extended with the following packages: daymetr to query Daymet data; FedData to access NED and SSURGO databases; sp and raster to process spatial data and terrain analysis; dplyr and tidyr for all other data wrangling; lme4 for linear-mixed effects model fitting; emmeans for post-hoc mean comparison; nlme for non-linear model fitting; and rasterVis and ggplot2 for data visualization.,"https://openalex.org/A5012900103,https://openalex.org/A5074248754","Rafael A. Martinez‐Feria,Bruno Basso","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,R,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
650,tidyr,10.1111/joa.13366,"Statistical analyses were performed in R (Version 3.6.1; www.r‐project.org/) and R‐Studio (Version 1.2.1335; www.rstudio.com/) using the following packages and versions: performance_0.4.4, boot_1.3‐22, plyr_1.8.4, readxl_1.3.1, openxlsx_4.1.0.1, forcats_0.4.0, MuMIn_1.43.6, ggthemes_4.2.0, car_3.0‐3, carData_3.0‐2, MASS_7.3‐51.4, lme4_1.1‐21, Matrix_1.2‐17, stringr_1.4.0, dplyr_0.8.3, purrr_0.3.2, readr_1.3.1, tidyr_0.8.3, tibble_2.1.3, ggplot2_3.2.0, and NCmisc_1.1.6.","https://openalex.org/A5003449962,https://openalex.org/A5052996229,https://openalex.org/A5073848438,https://openalex.org/A5042919624,https://openalex.org/A5103401811,https://openalex.org/A5026581960,https://openalex.org/A5013089015,https://openalex.org/A5010079597,https://openalex.org/A5104047453","Raffaela Lesch,Thomas Schwaha,Andrea Orozco,Margaret Shilling,Susan A. Brunelli,Myron A. Hofer,Daniel L. Bowling,Betty Zimmerberg,William Fitch","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
651,tidyr,10.3389/fphys.2021.698463,"All statistical analyses were conducted with RStudio version 1.3.1093 (RStudio, Inc.) and “readxls,” “tidyr,” “dplyr,” “ggridges,” “plyr,” “ggplot2,” “scales,” “viridis,” “pipeR,” “effsize,” “bootES,” “officer,” and “rvg” packages","https://openalex.org/A5047654682,https://openalex.org/A5110970043,https://openalex.org/A5019251677,https://openalex.org/A5000051532","Daniel Fernández,David Moya,Joan A. Cadefau,Gerard Carmona","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,R,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
652,tidyr,10.3389/fvets.2020.547181,"Further data analysis was done using RStudio (version 1.2.5033, 2019) with the following packages: phyloseq, vegan, dplyr, scales, grid, reshape2, igraph, ape, gplots, lme4, phangorn, plotly, tidyr, data.table, Maaslin2, ggplot2, stringr, and devtools.","https://openalex.org/A5085370773,https://openalex.org/A5087033539,https://openalex.org/A5003239708,https://openalex.org/A5031761356,https://openalex.org/A5004999999,https://openalex.org/A5080289774,https://openalex.org/A5055381318,https://openalex.org/A5044516884","Catherine Turcotte,Alexandre Thibodeau,Sylvain Quessy,Edward Topp,Guy Beauchamp,Philippe Fravalo,Marie Archambault,Marie‐Lou Gaucher","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,R,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
653,tidyr,10.3390/metabo11040211,"Some packages are recommended to be pre-installed in R before gcProfileMakeR runs: readxl, plyr, stringr, dplyr, tidyr, ggplot2 and egg.","https://openalex.org/A5077630323,https://openalex.org/A5041430782,https://openalex.org/A5074417265,https://openalex.org/A5078825850,https://openalex.org/A5072346837,https://openalex.org/A5035439105,https://openalex.org/A5030966645","Fernando Pérez-Sánz,Victoria Ruiz-Hernández,Marta I. Terry,Sara Arce-Gallego,Julia Weiß,Pedro Navarro,Marcos Egea‐Cortines","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,R,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
654,tidyr,10.3390/microorganisms9010002,"For the MIC plots and mutations clustering analysis, R version 3.4.2 [23] was used with the following packages: tidyr_0.8.3 [24], data.table_1.12.0 [25], cowplot_0.9.4 [26], ggplot2_3.1.0 [27], pheatmap_1.0.12 [28], RColorBrewer_1.1-2 [29], gplots_3.0.1 [30] and ggtree_1.15.6 [31,32]","https://openalex.org/A5008536972,https://openalex.org/A5053028409,https://openalex.org/A5013421306,https://openalex.org/A5022686761,https://openalex.org/A5037265340,https://openalex.org/A5070566570","Tal Domanovich‐Asor,Yair Motro,Boris Khalfin,Hillary A. Craddock,Avi Peretz,Jacob Moran‐Gilad","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
655,tidyr,10.3390/nu13061898,"The analytical packages tidyr, dplyr, and pROC [49] were used along with the graphic package ggplot2 [50]","https://openalex.org/A5003825858,https://openalex.org/A5074755886,https://openalex.org/A5044928436,https://openalex.org/A5016543170,https://openalex.org/A5014005282,https://openalex.org/A5010676067,https://openalex.org/A5112402588,https://openalex.org/A5024940207","Julian Hackler,Raban Heller,Qian Sun,Marco Schwarzer,Joachim Diegmann,Manuel Bachmann,Arash Moghaddam,Lutz Schomburg","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
656,tidyr,10.7150/jca.55970,"Plotted statistical values (paired-boxplot, correlation matrix diagram, Kaplan-Meier survival analysis, receiver operating characteristics, Calibration, Heatmap, violin plot, boxplot and scatter plot) were applied using R with packages including the following: ggplot2, cowplot, GGally, survival, dplyr, tidyr, survminer, dplyr, pheatmap, cowplot, timeROC, tibble, survivalROC, tidyverse, rms, ggpubr, ggstatsplot","https://openalex.org/A5051242689,https://openalex.org/A5078017334,https://openalex.org/A5007261771,https://openalex.org/A5017223380,https://openalex.org/A5101495714,https://openalex.org/A5048403734,https://openalex.org/A5003159043","Ruanmin Zou,Ruihong Gu,Yu Xia,Yingying Hu,Junhui Yu,Xiangyang Xue,Xueqiong Zhu","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,R,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
657,tidyr,10.7554/eLife.70086,"During data manipulation, we also made use of R packages: dplyr v.1.0.2 (Wickham et al., 2020) and tidyr v.1.1.2 (Wickham and Henry, 2019); for data visualisation we used cowplot v.1.1.0 (Wilke, 2019), ggplot2 v.3.3.2 (Wickham, 2016), ggpubr v.0.4.0 (Kassambara, 2018), ggtext v.0.1.1 (Wilke, 2020), glue v.1.4.2 (Hester, 2020), maps v.3.3.0 (Becker and Wilks, 2018), scico v.1.2.0 (Pedersen and Crameri, 2018), and UpSetR v.1.4.0 (Gehlenborg, 2019)","https://openalex.org/A5085793593,https://openalex.org/A5081600832,https://openalex.org/A5051356865","Alice C. Hughes,Benjamin Michael Marshall,Colin Thomas Strine","https://cran.r-project.org/package=tidyr, https://github.com/tidyverse/tidyr, https://github.com/cran/tidyr",JelenaDuric,,nan,R,"tidyr R package,package tidyr,R packages tidyr,Tidy,tidyr43,tidyr”,tidyr41,tidyr,tidy",,,,,
658,tidyverse,10.1038/s42003-021-01712-2,"All statistical analyses were carried out in R, using the base R, ‘rstatix’, ‘vegan’, and ‘phyloseq’ packages for statistics, and the ‘tidyverse’ and ‘ggpubr’ packages for figure production","https://openalex.org/A5050720213,https://openalex.org/A5021678190,https://openalex.org/A5031004062,https://openalex.org/A5043664542,https://openalex.org/A5055680975,https://openalex.org/A5026186680,https://openalex.org/A5057769972,https://openalex.org/A5029189752","Ben P. Harvey,Ro Allen,Sylvain Agostini,L. Hoffmann,Koetsu Kon,Tina C. Summerfield,Shigeki Wada,Jason M. Hall?Spencer","https://github.com/tidyverse/tidyverse, https://cran.r-project.org/package=tidyverse, https://github.com/cran/tidyverse",JelenaDuric,,nan,R,"tidy-verse,R/tidyverse,tidyverse package bundle,tidyverse”,Tidyverse,R tidyverse package,R package ‘tidyverse’,R Tidyverse,tidyverse package,tidy verse,R package tidyverse,tidyverse R,package tidyverse,R packages tidyverse,tidyverselibrary,tidyverse bundle,tidyverse R package,tidyverse library,R library tidyverse,Tidyverse R,R tidyverse,R package “tidyverse”,R ‘tidyverse’ package,tidyverse36,R package ‘tidyverse,tidyverse,R package “tidyverse,R ‘ tidyverse’,R ‘tidyverse,Tidyverse package,tidyverse-1,Tidyverse image",,,,,
659,tidyverse,10.1093/iob/obab024,Linear statistics and graphing were carried out in R 3.3.1 (R Team Core 2018) using the tidyverse package (Wickham et al,"https://openalex.org/A5051225465,https://openalex.org/A5059187832","Keegan Lutek,Emily M. Standen","https://github.com/tidyverse/tidyverse, https://cran.r-project.org/package=tidyverse, https://github.com/cran/tidyverse",JelenaDuric,,nan,R,"tidy-verse,R/tidyverse,tidyverse package bundle,tidyverse”,Tidyverse,R tidyverse package,R package ‘tidyverse’,R Tidyverse,tidyverse package,tidy verse,R package tidyverse,tidyverse R,package tidyverse,R packages tidyverse,tidyverselibrary,tidyverse bundle,tidyverse R package,tidyverse library,R library tidyverse,Tidyverse R,R tidyverse,R package “tidyverse”,R ‘tidyverse’ package,tidyverse36,R package ‘tidyverse,tidyverse,R package “tidyverse,R ‘ tidyverse’,R ‘tidyverse,Tidyverse package,tidyverse-1,Tidyverse image",,,,,
660,tidyverse,10.1155/2020/5418364,"The R packages implemented included glmnet, psych, rms, Hmisc, survival, survminer, grid, Lattice, Formula, ggplot2, nomogramEx, tidyverse, dplyr, tidyr, rmda, devtools, rmda, and MASS","https://openalex.org/A5101546231,https://openalex.org/A5102347080,https://openalex.org/A5074591909,https://openalex.org/A5086192586,https://openalex.org/A5103010219","Xian Jiang,Xiuhe Zou,Jing Sun,Aiping Zheng,Chao Su","https://github.com/tidyverse/tidyverse, https://cran.r-project.org/package=tidyverse, https://github.com/cran/tidyverse",JelenaDuric,,nan,R,"tidy-verse,R/tidyverse,tidyverse package bundle,tidyverse”,Tidyverse,R tidyverse package,R package ‘tidyverse’,R Tidyverse,tidyverse package,tidy verse,R package tidyverse,tidyverse R,package tidyverse,R packages tidyverse,tidyverselibrary,tidyverse bundle,tidyverse R package,tidyverse library,R library tidyverse,Tidyverse R,R tidyverse,R package “tidyverse”,R ‘tidyverse’ package,tidyverse36,R package ‘tidyverse,tidyverse,R package “tidyverse,R ‘ tidyverse’,R ‘tidyverse,Tidyverse package,tidyverse-1,Tidyverse image",,,,,
661,tidyverse,10.12688/wellcomeopenres.16164.2,"The R packages reshape2 v1.4.3, tidyverse v1.3.0 , and gridExtra v0.8.1 are required to generate plots","https://openalex.org/A5015971373,https://openalex.org/A5033245657,https://openalex.org/A5087646566,https://openalex.org/A5063834923,https://openalex.org/A5006090253,https://openalex.org/A5011405723,https://openalex.org/A5110638762,https://openalex.org/A5086651355,https://openalex.org/A5051314999","Trystan Leng,Connor White,Joe Hilton,Adam J. Kucharski,Lorenzo Pellis,Helena B. Stage,Nicholas G. Davies,Matt J. Keeling,Stefan Flasche","https://github.com/tidyverse/tidyverse, https://cran.r-project.org/package=tidyverse, https://github.com/cran/tidyverse",JelenaDuric,,nan,R,"tidy-verse,R/tidyverse,tidyverse package bundle,tidyverse”,Tidyverse,R tidyverse package,R package ‘tidyverse’,R Tidyverse,tidyverse package,tidy verse,R package tidyverse,tidyverse R,package tidyverse,R packages tidyverse,tidyverselibrary,tidyverse bundle,tidyverse R package,tidyverse library,R library tidyverse,Tidyverse R,R tidyverse,R package “tidyverse”,R ‘tidyverse’ package,tidyverse36,R package ‘tidyverse,tidyverse,R package “tidyverse,R ‘ tidyverse’,R ‘tidyverse,Tidyverse package,tidyverse-1,Tidyverse image",,,,,
662,tidyverse,10.1371/journal.pone.0251280,"We used the open source software R [31], especially packages lme4 [32], tidyverse [33], cowplot [34], sjPlot [35], and broom.mixed [36] for statistical analyses","https://openalex.org/A5043246926,https://openalex.org/A5061591218,https://openalex.org/A5063145327,https://openalex.org/A5079686333","J. M. M. Brown,Gisbert Fanselow,R. Vance Hall,Reinhold Kliegl","https://github.com/tidyverse/tidyverse, https://cran.r-project.org/package=tidyverse, https://github.com/cran/tidyverse",JelenaDuric,,nan,R,"tidy-verse,R/tidyverse,tidyverse package bundle,tidyverse”,Tidyverse,R tidyverse package,R package ‘tidyverse’,R Tidyverse,tidyverse package,tidy verse,R package tidyverse,tidyverse R,package tidyverse,R packages tidyverse,tidyverselibrary,tidyverse bundle,tidyverse R package,tidyverse library,R library tidyverse,Tidyverse R,R tidyverse,R package “tidyverse”,R ‘tidyverse’ package,tidyverse36,R package ‘tidyverse,tidyverse,R package “tidyverse,R ‘ tidyverse’,R ‘tidyverse,Tidyverse package,tidyverse-1,Tidyverse image",,,,,
663,tigerstats,10.1093/jac/dky096,The pnormGC function in the tigerstats package was used to calculate and produce plots of the attainment of the PK/PD targets,"https://openalex.org/A5080122689,https://openalex.org/A5013182750,https://openalex.org/A5014921958,https://openalex.org/A5076774936,https://openalex.org/A5007366821,https://openalex.org/A5049700288,https://openalex.org/A5064682253,https://openalex.org/A5082235034,https://openalex.org/A5002061670,https://openalex.org/A5000820066,https://openalex.org/A5085271816,https://openalex.org/A5052708005","James Millard,Henry Pertinez,Laura Bonnett,Eva Maria Hodel,Véronique Dartois,John L. Johnson,Maxine Caws,Simon Tiberi,Mathieu S. Bolhuis,Jan‐Willem C. Alffenaar,Geraint Davies,Derek J. Sloan","https://cran.r-project.org/package=tigerstats, https://github.com/homerhanumat/tigerstats, https://github.com/cran/tigerstats",JelenaDuric,,nan,,,,,,,
664,treehouse,10.1186/s13104-019-4577-5,"B Treehouse’s user interface features a navigation bar (a) to toggle between phylogenies available in treehouse’s databases for animals, fungi, plants, and the tree of life (left) and a user provided phylogeny in userTree (right)","https://openalex.org/A5071152958,https://openalex.org/A5046883178","Jacob L. Steenwyk,Antonis Rokas",https://github.com/JLSteenwyk/treehouse,JelenaDuric,,nan,,"Treehouse OCTAD,Treehouse,Treehouse Maps,treehouse,Treehouse CARE",,,,,
665,treehouse,10.1186/s13104-019-4577-5,Curated phylogenies currently available in treehouse’s database,"https://openalex.org/A5071152958,https://openalex.org/A5046883178","Jacob L. Steenwyk,Antonis Rokas",https://github.com/JLSteenwyk/treehouse,JelenaDuric,,nan,,"Treehouse OCTAD,Treehouse,Treehouse Maps,treehouse,Treehouse CARE",,,,,
666,treehouse,10.1186/s13104-019-4577-5,We also anticipate treehouse to be a useful teaching tool.,"https://openalex.org/A5071152958,https://openalex.org/A5046883178","Jacob L. Steenwyk,Antonis Rokas",https://github.com/JLSteenwyk/treehouse,JelenaDuric,,nan,,"Treehouse OCTAD,Treehouse,Treehouse Maps,treehouse,Treehouse CARE",,,,,
667,treehouse,10.1186/s13104-019-4577-5,"b To enable easy usage of treehouse, quick start directions are displayed","https://openalex.org/A5071152958,https://openalex.org/A5046883178","Jacob L. Steenwyk,Antonis Rokas",https://github.com/JLSteenwyk/treehouse,JelenaDuric,,nan,,"Treehouse OCTAD,Treehouse,Treehouse Maps,treehouse,Treehouse CARE",,,,,
668,tripal,10.1186/1471-2164-15-786,"GFF3 files, sequences and BLAST results were loaded into the koala genome database with tools from the tripal toolkit","https://openalex.org/A5088086316,https://openalex.org/A5019500357,https://openalex.org/A5001858084,https://openalex.org/A5082470071,https://openalex.org/A5073418663,https://openalex.org/A5100623794,https://openalex.org/A5070862644,https://openalex.org/A5103283791,https://openalex.org/A5088886897,https://openalex.org/A5052311321,https://openalex.org/A5027477992,https://openalex.org/A5051307045,https://openalex.org/A5014926845,https://openalex.org/A5055511264","Matthew Hobbs,Ana Pavasovic,Andrew King,Peter J. Prentis,Mark D. B. Eldridge,Zhiliang Chen,D. J. Colgan,Adam Polkinghorne,Marc R. Wilkins,Cheyne Flanagan,Amber Gillett,Jon Hanger,Rebecca N. Johnson,Peter Timms",https://github.com/tripal/tripal,JelenaDuric,,nan,,"Trip,TripalDock,TripalField,trip,TripalMap",,,,,
669,tripal,10.3389/fpls.2018.00418,The tripal toolkit for genome database construction,"https://openalex.org/A5100405395,https://openalex.org/A5100626644,https://openalex.org/A5115602848,https://openalex.org/A5055638046,https://openalex.org/A5100611834,https://openalex.org/A5101849969,https://openalex.org/A5023732216,https://openalex.org/A5076003856,https://openalex.org/A5078777969","Fei Chen,Wei Dong,Jiawei Zhang,Xinyue Guo,Junhao Chen,Zhengjia Wang,Zhenguo Lin,Haibao Tang,Liangsheng Zhang",https://github.com/tripal/tripal,JelenaDuric,,nan,,"Trip,TripalDock,TripalField,trip,TripalMap",,,,,
